clip_path,text,recording_id,duration
data\processed\clips\clip_001185.wav,"यह तो हमारा तो आज का टॉपिक खतम हुआ, जी मुझे भी मुझे भी बहुत अच्छा लगा, धन्यवाद",886193,14.19
data\processed\clips\clip_001046.wav,को संतुलित करने में मदद करता है,767685,1.71
data\processed\clips\clip_004638.wav,हां हु,840793,4.71
data\processed\clips\clip_000865.wav,अच्छा बहुत से आती है क्या कोई एक आद याद है आपको,475392,5.7
data\processed\clips\clip_001234.wav,हू वही आ आ आप जिसको मतलब इंस्पीरेशन मानते हैं जिससे आप सीखे तो उनके सिचुएशन अपने सिचुएशन में रिलेट करके देखना वो क्या करते हैं आप आपके जगह होने से तो खुद ही खुद मतलब आप मोटिवेट हो जाओगे,888331,14.79
data\processed\clips\clip_004708.wav,कहीं कोई किसी परिवार की व्यवस्था नहीं है जो लोग कर रहे हैं उन उन उनकी एक लिमिट हो की वो इतना काम करे उनको भरपूर उसका लाभ मिले और जो लोग काम करवा रहे हैं वो शोषण ना कर रहे हों और उसके बदले में कुछ भी ना दे रहे हों जी,840781,14.04
data\processed\clips\clip_000031.wav,हा उठा के सीधे आप सोई हुए थे आप सोई हुए थे आपको सोई हुए टांक की लिया है बाहर,825727,4.95
data\processed\clips\clip_000224.wav,आपकी आवज बहुत कटके आ रही है मुझे,494019,1.92
data\processed\clips\clip_002454.wav,"अभी शहर में ही हूं, बाकी तो गांव जाता हूं",978393,7.05
data\processed\clips\clip_001618.wav,बिलकुल हां बिल्कुल मैने तो सीक्रेट पढ़ी थी तो मेरे को बहुत अच्छा लगा था वो प्रेरणा का एक सूत्र था,282447,14.31
data\processed\clips\clip_000903.wav,डर को भगा कर सामना हो सकता है वैसे तो नहीं साहस रखके ही सामना हो सकता है डर को भगा कर,475356,9.0
data\processed\clips\clip_004029.wav,"हां सर ये होता है, वैसे तो महिला ज्यादा कुछ तो सब लोग चलाती हैं, बट ज्यादातर महिला साइकिल के अलावा कुछ भी नहीं चलाती हैं अ लड़की अ.",301057,12.42
data\processed\clips\clip_001263.wav,"तो सर एक्चुली अ आप चाहें तो आप पहले डिस्क्राइब सकते हैं, बीकोस सर फिर बाद में मेरे को थोड़ सा टाइम चाहिए , डेट्स वाई.",615351,8.67
data\processed\clips\clip_004408.wav,हम्म,753435,12.84
data\processed\clips\clip_002158.wav,अगला है हमारा वर्षों में सफलता की आपकी परिभाषा किस तरह बदल गई है,537776,7.98
data\processed\clips\clip_001993.wav,इतनी बार मतलब नाम तो नहीं ले सकती लेकिन हा उन लोगों के साथ उन लोगों का गाना सुनना लाइव कितना भी हम एल्बम पे सुनते हैं या किसी से भी सुनते हैं लेकिन लाइव सुनने का एक्सपीरियंस अलग हो जाता है,350347,13.53
data\processed\clips\clip_002429.wav,वहाँ से दूर रहना पड़ रहा है मुझे रोज का ट्रेवलिंग का दिक्कत होगा तो फिर मैं वो पचास हजार वाली क्यों ही करूँगी इससे अच्छा मैं तीस हजार वाली कर लूँगी कम से कम मैं अपने घर पे टाइम से आउँगी घर पे रहूँगी,583991,12.96
data\processed\clips\clip_004527.wav,और काफी कुछ सीखने को भी काफी कुछ सीखने को भी मिलता है प्रेरित करता है बाकी हम लोगों ने इस टॉपिक पर काफी कुछ कवर कर लिया और अपना समय भी हो गया है तो इस कॉल पे,1021370,14.58
data\processed\clips\clip_002777.wav,कौन कौन से खेल देखे हैं आप अपने जीवन में,302506,2.34
data\processed\clips\clip_001160.wav,जी हां मोटिवेट हो हां पर आपको समझ भी आ आएगा आपको क्या करना हां हां हां बिल्कुल बिल्कुल,886193,11.43
data\processed\clips\clip_000454.wav,हां ये वाले कपड़े ने हैं हां ये डिसेंट के या डिसेंट के हां,350606,3.84
data\processed\clips\clip_001760.wav,अच्छा लगा जी अभी टॉपिक पूरे नहीं हुए पर मेम,365059,4.68
data\processed\clips\clip_003713.wav,सर प्लीज प्लीज सर हाहा और कोई बात कर लीजिए जी,798121,9.51
data\processed\clips\clip_000466.wav,"जी, जी मैडम थोड़ थोड़ी आवाज कट हो रही है",629904,4.74
data\processed\clips\clip_002098.wav,जी,240994,1.23
data\processed\clips\clip_003092.wav,अकेले ही रो सकती हूँ और सामने बाले को पता भी नहीं चलेगा कि मैं रो रही हूँ अगर उसके सामने भी हूँ मैं तो भी इस तरीके का थोड़ा मतलब मेरा नेचर कह सकते आप और बाकी रही बात आपको ऐसा क्यों महसूस हुआ,977253,14.04
data\processed\clips\clip_000882.wav,हु हु हु बढ़िया है फिर है तो,475392,6.27
data\processed\clips\clip_001118.wav,जी किई बार ऐसा होता है जी किई बार ऐसा होता है कि उस दिनचर्या पर काम नहीं कर पाते तो वो,767869,9.03
data\processed\clips\clip_001696.wav,हाँ जी हाँ जी,365033,5.64
data\processed\clips\clip_003795.wav,उनको अपने शिक्षक से सुनना पड़ता है और बहुत लोगों की तो इग्जाम भी रहती है तो उनकी एग्जाम में भी देरी होती हैं जिस वजह से उन्हें एग्जाम देने से मना कर दिया जाता हैं नहीं दे पाते हैं वो एग्जाम तो परेशानी होती है,400490,13.53
data\processed\clips\clip_003528.wav,किसी भी यात्रा में ट्रेन या बस में खिड़की पे बैठ कर जो सफर का आनन्द महसूस होता है वो अलग ही उत्पत्ति देता है सुकून को बहुत आनंदमई होता है वो सब,663529,12.45
data\processed\clips\clip_004148.wav,हां हनी सिंह तो पता नहीं कहां लुप्त हो गया वो तो बट हां कमबैक हुआ है उतना नहीं है जितना पहले ट्रेंड था ना,269907,13.74
data\processed\clips\clip_001736.wav,जी तो सबसे पहले तो ये चेक करना पड़ेगा कि क्रेडिट हम ले रहे हैं तो सही भी है या नहीं हमारे लिए कहीं आई सी वगैरा जैसे लेपटॉप में बहुत ही ज्यादा हो जाते हैं गर्म हो जाते लेपटॉप तो,365059,14.01
data\processed\clips\clip_002711.wav,कि मैं कहीं मतलब मैं कहीं नहीं हां मैं एक बार अक्षरधाम मंदिर गई थी उससे तो फोन अलाउड ही नहीं है बिल्कुल भी,444282,14.58
data\processed\clips\clip_001814.wav,इसको एक्सप्लेन किया कि सर ये लुइस विंटन का गोगल है इसको ऐसे डिस रेस्पेक्ट मत करिए इसको अपने से केस में रखिया आप क्योंकि ये ब्रैंड है,661889,9.72
data\processed\clips\clip_001114.wav,कोई टेंशन दबाव नहीं पर जैसी थर्ड ईयर में आता गया आता गया मेरे को ऐसा फील होने लगा कि मुझे कुछ करना चाहिए तो मेरी भी दिन एक दिनचर्या है जो बनती जा रही है उसके बाद मैं उसपर काम करता जा रहा हूं जी।,767869,14.07
data\processed\clips\clip_000334.wav,जी जी,254219,4.2
data\processed\clips\clip_002760.wav,सब से ज्यादा शतक लगाने वाला खिलाड़ी,302506,2.46
data\processed\clips\clip_004378.wav,बातें से इस तरह के बातों से बहुत ताज़गी आती है और अपना मन भी थोड़ा मन और साफ हो जाता है मतलब मन अच्छा हां यस यस यस सर आप बोलिए इससे सहमत हो,754618,13.14
data\processed\clips\clip_002530.wav,हुं हुं हूं,978484,3.18
data\processed\clips\clip_003090.wav,जी जी वही सेम मतलब मेरा भी कहना है कि मेरा भी थोड़ा इस तरीके का है कि जल्दी मुझे लोगों पे विश्वास नहीं होता कि अगर मैं उसे कोई प्रॉब्लम अगर बता रही हूँ तो उसका बाद में गलत फायदा ना उठाए नहीं उठाएगा,977253,14.37
data\processed\clips\clip_003258.wav,जो पढ़ाई में बिजी रहते हैं,305347,4.44
data\processed\clips\clip_000637.wav,"दिलाएगा, बिल्कुल, बिल्कुल",990783,1.83
data\processed\clips\clip_000215.wav,हाँ लोग रील्स के पीछे दीवाने हो वो रील्स फैशन से जोड़ देते है,494019,6.45
data\processed\clips\clip_000347.wav,"अच्छा, हां जी, अच्छा अभी भी है वहां पर",254219,7.44
data\processed\clips\clip_002442.wav,के बाद होती है और फिर जब में मैथ का कर री हूं तो दो से तीन साल मेरे मैथ्य में भी लगेंगे तो उसकी तो वो पीछे वाली चीजें मै भूल भी जाऊंगी,583991,9.27
data\processed\clips\clip_004294.wav,कि आज हमने यह पढ़ाई कि मेरे फ्रेंडस ने मुझे बहुत अच्छे से किसी सब्जेक्ट के बारे में समझाया हमारे टीचर्स ने हमारे साथ बहुत अच्छा ट्रीट किया आज हमारे सब्जेक्ट जो भी सब्जेक्ट थे,319105,13.5
data\processed\clips\clip_003613.wav,इमेज़न करने लगता था कि ये दुनिया है और रियल दुनिया होगी जिसमें सुपर हीरो बचाता है,583533,5.46
data\processed\clips\clip_002955.wav,जी,319431,1.98
data\processed\clips\clip_001276.wav,ये सर डिवोटी ऑफ लॉर्ड कृष्ण है न,615351,13.56
data\processed\clips\clip_001515.wav,ग्रीस कार्नर नही नही नही अभी इनके बारे में पढ़ा नही,272241,4.23
data\processed\clips\clip_000644.wav,हां हां तो अच्छा अच्छा लगता है ऐसे हां हूं,990783,9.3
data\processed\clips\clip_001396.wav,देखिए इसका गरम मसाला एक मीट मसाला होता है अलग से आप ने गर्म मसाला ही जैसा होता है मीट मसाला अगर मीट मसाला सलाद डाल दिए तब वो गरम मसाला की जरूरत नहीं पड़ेगी यही नॉरमल चीज डाला जाता है,739630,11.64
data\processed\clips\clip_004572.wav,तो हम सबको खेलने के लिए जल्दी छुट्टी चाहिए थी अब क्लास में तो कौन ही निकलने देता अब बीच में से क्लास छोड़कर कौन कहां जाओगे कहते हैं ना कि कहा जाना कहीं नहीं जाना मेरा एक दोस्त था उसके दिमाग मे एक आइडिया आया,1020918,15.0
data\processed\clips\clip_001719.wav,"हाँ जी , हाँ जी",365033,1.29
data\processed\clips\clip_001540.wav,हेलो।,272241,4.68
data\processed\clips\clip_000881.wav,अच्छा मिल भी जाता था और नहीं भी मिलता था,475392,2.04
data\processed\clips\clip_004442.wav,जी जी जी,1021370,4.29
data\processed\clips\clip_003742.wav,निर्दोष झूठ का अ निर्दोष वर्णन कीजिए जो आपने कहा और उसके दूर गमी प्रभाव क्या रहे निर्दोष झूठ क्या रहो सकता है। अ,783966,14.61
data\processed\clips\clip_003373.wav,हां हां एक बार अपने मु से उसके लिए पूछने के लिए कहेगा कि पूछ तो ले क्या मैं इसकी क्या मदद करें अपन,489675,5.94
data\processed\clips\clip_000125.wav,यही है ना आपकी स्टोरी,526266,1.2
data\processed\clips\clip_003277.wav,"कोई ऐसा फंक्शन होता है किसी को ऐसा मौका होता है जब सभी के पास छुटी होता है तो ऐसा विचार करते हैं कि आने का कॉलेज आने का सभी लोग मिलके अपना,",305308,14.46
data\processed\clips\clip_004141.wav,हां वो हा बोलते होंगे बहुत उनको भी तो इंडिया आइडल में आए थे तो एक बार फर्स्ट बार में सेलेक्ट नहीं हुए थे फिर दोबारा में भी उनको मतलब अ बोले कि हा हा अपना वॉइस ही चेंज करके आते हैं फिर आए तो,269907,15.0
data\processed\clips\clip_004557.wav,हम्म हम्म हाँ हाँ,1020918,14.82
data\processed\clips\clip_003738.wav,उसके अलावा जी बोलिए,783966,4.14
data\processed\clips\clip_003998.wav,जी जी खुद से सवार लेने का मजा ही कुछ अलग है।जी जब एक जब किसी के पाप ने पास साइकल नहीं होती दूसरे के पास होती है। जब वो कोई चलाने दे।,301080,14.76
data\processed\clips\clip_002692.wav,हां एक बार जब बारिश आते ही परेशानी होती है तो ऐसी ही जगह रुकना पड़ता है,443952,4.56
data\processed\clips\clip_002319.wav,या तो भाई बीच में कोई बिचोलिया होगा जो घोटाला कर रहा है या तो मेन सरकार के तरफ से ही पैसा कमा रहा है लेकिन दिखाया इतना जा रहा है कि भाई पैसा बहुत ज़्यादा आ रहा है।,583552,9.63
data\processed\clips\clip_003587.wav,वही बढ़िया ना जो अपने दैनिक भास्कर में आया करती थी ना वो अ उसमे थोड़ा अच्छी कहानियां हुआ करती थी बेहतर अच्छी मजा आता था उन्हें पढ़ने के लिए कुछ नई नई कहानियां करती थी ज्यादातर मैंने,583533,13.59
data\processed\clips\clip_003847.wav,या या उन उनका अनुभव ले सकते कि अगर पर्स छूट जाए तो मैं क्या करूं उस वक्त इसलिए हमें ध्यान से पूर्वक चलना चाहिए ना कि ना की ना कि ये चीज छू पाना चाहिए कि हमें,400503,13.11
data\processed\clips\clip_000025.wav,जी डर डर डर लगा,825727,7.29
data\processed\clips\clip_001437.wav,जी,739630,1.8
data\processed\clips\clip_001391.wav,सर हा हम जर्नली जो जर्नली जो आम तौर ज़्यादा यूज होता है खाते हैं हम लोग वो ही सब बनाते हैं चिकन चिकन बनाते हैं और क्या बोलते हैं वो अंडा करी बनाते हैं और दाल चावल सब्जी,739630,14.1
data\processed\clips\clip_003507.wav,"हंजी पेड़ सोक्खि जातै, हां",781268,3.84
data\processed\clips\clip_003122.wav,जी,977253,3.3
data\processed\clips\clip_004072.wav,बिल्कुल है तो उन सब को ध्यान में रखे रोड पर चला जाता है.,367249,3.6
data\processed\clips\clip_003755.wav,हां तो घरवालों को यु लगे कि इतना ही तो मतलब उनको यह सच थोट नहीं देनी कम से कम उनको ऐसा नहीं सोचने देना है कि यार कुछ,783966,7.89
data\processed\clips\clip_000738.wav,ऐसी तो शरारते है सर काफी है उन में से अब क्या बताऊं आपको जैसे कि सर्दियों में मतलब अगर कोई सोया हुआ होता था तो एक उस पे ठंडा पानी डाल दिया।,240907,14.55
data\processed\clips\clip_003615.wav,जी,583533,2.79
data\processed\clips\clip_001095.wav,जल्दी उठने से तो बहुत सारी चीज़ें होती हैं जो शरीर मे अच्छा शुद्ध सुबह से ऑक्सीजन अच्छी मिल जाती है जैसे बाहर घूमने जाता उसका आवरण अच्छा लगता है शांत माहौल उसके बाद मन हलका हो जाता है वो जैसे रात में जैसे जागने जागना,767869,15.0
data\processed\clips\clip_002840.wav,"क्योंकि अपनी इंडिया में इतना रोजगार है ही नहीं, लोग विदेश भाग रहे हैं रोजगार के लिए.",645534,3.9
data\processed\clips\clip_002694.wav,अनोखे खाने पीने का जैसे अनुभव करना अगर रास्ते में कुछ खा लिया अगर भूख लगे तो हम मतलब यह होता है ना की भूख लगती है तो हम कुछ भी खा लेते हैं अगर,443952,14.85
data\processed\clips\clip_002494.wav,करना चाहे तो आप उसे कहां भेजेंगे,978393,8.01
data\processed\clips\clip_000107.wav,जी,526266,1.86
data\processed\clips\clip_002280.wav,जी कटाल खोले हैं और दिन भर अपने पशुओं को छोड़ देंगे रोड से खाएंगे जो भी गंदे गंदे चीजे खाएंगी और फिर उसको इंजेक्शन दे दे के सुद्धित निकालते हैं तो ये भी तो हमारे ही देश में होता है और कही देश में नहीं होता हैं,583544,13.47
data\processed\clips\clip_002632.wav,अच्छा जी मैम हो गया,629868,2.13
data\processed\clips\clip_003442.wav,अच्छा अपने हा- हा पहले मैं बता दू नए साथियों से मिलने के बाद।,781184,5.01
data\processed\clips\clip_002513.wav,हां मतलब कैजुअल्टी नहीं हुई लेकिन मज़ा आया,978393,2.73
data\processed\clips\clip_002546.wav,मां शारदा हा सुना तो है,978484,1.74
data\processed\clips\clip_003517.wav,ह्म्म ह्म्म,781268,4.65
data\processed\clips\clip_002297.wav,कि अब उसको ना रोटी दे पाऊंगा ना डेली देख पाऊंगा ना उसके साथ खेल पाऊंगा फिर वो चीज बहुत हर्ट करी तो भाई ये चीज मुझे बहुत सोच में डालती है आखिर क्यों आया मैं लेकिन नहीं आता तो फिर हमारे करियर पे सवाल आता,583552,14.16
data\processed\clips\clip_001757.wav,इजी स्पेस देता है एक तरीके से।,365059,1.95
data\processed\clips\clip_000926.wav,उन सबों को एक घर मिल जाना चाहिए मतलब मेरा एक तो मतलब यह है कि जब मैं उस लायक हो जाऊ कि मैं ऐसा कर सकूं तो जितने भी लोग,255349,11.37
data\processed\clips\clip_004014.wav,जी,301080,6.3
data\processed\clips\clip_001141.wav,हां हां सही बात है ये एक कहावत भी है न कि अगर रात होती है तो सबेरा भी होता है तो कुछ प्रॉबलम है तो वो सही भी हो जाएगा हां,886193,10.8
data\processed\clips\clip_003123.wav,जी ।,977253,3.99
data\processed\clips\clip_003913.wav,"हां, उन्हें क्या है कि मोबाइल में सारा चीज थोड़ा आसानी से और टाइम पास आ करने का जरिया मिल जाता है। तो वो मतलब बाहर निकलना वह पसंद नहीं करते हैं।",857737,14.67
data\processed\clips\clip_001505.wav,अच्छा डायरी का मिस्ट एक बार मैं ट्राइ करूंगा कोशिश करने की,272241,3.66
data\processed\clips\clip_003225.wav,"हां, हॉस्टल में रहे हैं, हॉस्टल वाली लाइक तो बेस्ट होती है।",305347,4.05
data\processed\clips\clip_001434.wav,मैं ज्यादा जोर ले लेता हूँ जो कुछ लोग होते हैं टेंशन फ्री वाले लोग होते हैं कि काम उसका भूल जाएँगे या नहीं करेंगे तो उन लोगों को ज्यादा दिक्कत नहीं होती है,739630,9.48
data\processed\clips\clip_003443.wav,जी,781184,3.51
data\processed\clips\clip_000918.wav,जैसे पहले दिन जो मैं बहुत खला गया था ।पता नहीं कि वा फिर उसके बाद काम पता नहीं कैसे अगर कुछ गलत हो गया तो वो क्या करेगी ।,475356,14.22
data\processed\clips\clip_001975.wav,जो कहना वही में वो यह है कि टिकट के लिए पैसे कलेक्ट करना क्योंकि कहीं भी अगर जाने का सपना है तो उसको खत्म पहले सपने पूरा करने के लिए पैसा चाहिए होता है,350297,12.15
data\processed\clips\clip_004357.wav,यस मेम,319126,1.62
data\processed\clips\clip_000633.wav,फिर वो मतलब पट्टी बट्टी करा के अपना दवाई ले के चला गया घर तो उसने हमारा इतना एहसान माना की ये साब आपने हमे दवाई दिला दी और हमारा काम कर दिया और उसने कुछ नही मांगा पैसे दो या कुछ नही कहा हमसे,990783,14.67
data\processed\clips\clip_004608.wav,जी हां,840793,4.38
data\processed\clips\clip_002078.wav,जी ।,269383,4.98
data\processed\clips\clip_002367.wav,व्यवहार कैसा है जो वहां के ओनर है वहां के स्टाफ है वहां पर पॉलिटिक्स होती है या फिर काम होता है कैसा क्या होता है ओनर कैसा है ओनर ज़्यादा वो,584003,11.7
data\processed\clips\clip_000424.wav,ते होंगे। कि कौनकौन समान लगेगा हा कि नहीं,351501,3.81
data\processed\clips\clip_004268.wav,जी हां नेक्स्ट टॉपिक है नए विषयों से परिचित होना,319105,7.2
data\processed\clips\clip_001279.wav,जी जी,615351,5.22
data\processed\clips\clip_002459.wav,ह्म्म मतलब सिलीपरी जगह था।,978393,6.69
data\processed\clips\clip_003576.wav,तो मैं इसको दोहराता बी हूँ बार बार जब बी वहां क्लीनिक जाना होता है ऐसा ही अनुभव रहता है कि जब मैं कहीं दूसरे एरिया जा रहा हूँ वहा का कोई स्ट्रीट फूड मेरे को पसंद है कि हा यहां पे ये पानी पूरी अच्छी मिलती है यहां पे समोसे अच्छे मिलते हैं तो मैं,661461,12.72
data\processed\clips\clip_004006.wav,सफलता मिलती है इसके बाद बाइक चलाना सीख जाते हैं और मो जी ऐसा डर सा लगता है कोई आ जाएगा,301080,13.32
data\processed\clips\clip_002953.wav,तो कह रही थी कि मैं वन से टू लाख कमा लेती हूँ मैंने का कोई सही सिटी में होंगी ना हो तो मैंने का ग्रेट यार तो बिजनेस तो बेस्ट है वैसे किसी का प्रेशर नहीं है और हम बहुत आगे बढ़ सकते हैं उसमें,330457,12.99
data\processed\clips\clip_001732.wav,जी तो मुझे भी एच_पी का भी बेस्ट लगता है वैसे डेल का भी आता है और मैंने जो यूज करा था वो डेल का था वो कुछ मुझे तीस हजार के समथिंग ऐसे कुछ पड़ा था ।,365059,14.76
data\processed\clips\clip_003073.wav,जी जी जी सर,977253,4.44
data\processed\clips\clip_002725.wav,आवाज नहीं आ रही सर आपकी,444282,2.43
data\processed\clips\clip_001448.wav,कि आपको मतलब आपको ज्ञा मतलब समझाने की कोशिश कर रहे हैं कि ऐसे बात कीजिएगा तो टॉपिक पे ज्यादा आपको कवर कर पाएगा नही तो ऐसी बहुत सारी गलतियां है जो की बाहरी गलतियां भी है इसीलिए ट जी ।,739630,11.49
data\processed\clips\clip_003696.wav,हाँ,798121,1.92
data\processed\clips\clip_003897.wav,मैं कैप्टन हुआ करता था तो उसके साथ साथ क्या था कि मतलब कैप्टेंसी के साथ साथ एक रिस्पॉन्सबिलिटी भी आता है कि आपका स्कूल को रिप्रेजेंट करना है स्कूल को जिताना है,857737,14.73
data\processed\clips\clip_003835.wav,अफसोस होता है कि हम कभी ऐसी गलती ना करें और हमें अच्छा भी नहीं लगता पर जब हमारे दोस्त रहते हैं तो दोस्त रहते तो हमें उतना खराब नहीं लगता क्योंकि हम दोस्तों के साथ दूसरी बसों का इंतजार कर सकते है जब हम कभी।खा,400503,14.76
data\processed\clips\clip_003831.wav,जब कभी हम बाहर जाते है तो बस हमारी जब छूट ने वाली होती दौड़ के तेजी से भागना पड़ता है जिसे हमारी बस न छुट जाए और जिससे हम जब कभी हमलोग कॉलेज जाते थे तो हमें बस एक बस ही सहारा था जिससे हम जा,400503,14.88
data\processed\clips\clip_003365.wav,"वो मेरे को अपनी अपनी लड़की कहानी सुना रहा है कि मेरी लड़की की शादी यहाँ हुई है, उसका पती छोड़ के भाग गया है, ऐसा है वैसा है, हमारी कुछ मदद कर दीजिए तो मैंने कहा कि ठीके मैं किस प्रकार से आपकी मदद कर सकता हूं",489675,12.75
data\processed\clips\clip_002300.wav,ताकि ऐसा ना हो कि भाई हमारे गेट पे कोई आया और खाली हाथ चला गया या खाली पेट चला गया ऐसा हमें अंदर से फील होता था भाई कुछ ना कुछ तो इसके लिए करें राइट तो ये चीज होती थी बाकि अगर बात,583552,13.5
data\processed\clips\clip_002402.wav,हुं बढ़िया,583991,4.71
data\processed\clips\clip_000245.wav,ये म्यूजिक वही हुआ जो पसंद पहले का थोड़ा सा अलग होता है ना अब का में और पहले में फर्क है ना और सर ये एक नीचे है प्लेलिस्ट और म्यूजिक,523045,13.35
data\processed\clips\clip_004717.wav,जो लोग कर लेते हैं वो कर पाते हैं क्योंकि शायद मेरे से ज्यादा मेहनत हो या फिर उनको अच्छी दिशा मिली हो बहुत कुछ चीज हैं उनके पास हो जो मेरे पास नहीं हो और,840781,9.96
data\processed\clips\clip_003342.wav,"ठीक है, हमें आप से बात करके बहुत अच्छा लगता, लगा",305308,3.18
data\processed\clips\clip_001526.wav,"में, आचार्य चाणक्य के बारे में और ज्यादा जानना चाहूंगा , क्योंकि उनकी कूटनीति उनके प्लान्स जो सोचते थे, उनके बारे में जानना हो",272241,12.9
data\processed\clips\clip_003026.wav,इस दर्द में कही न कही हम देखे है की जो संबंधियों में भी ऐसे गुन आप के दर्द में कही न कही ऊपर से तो लग जाएगा ये हमारे सहयोगी है लेकिन उनको सुकून मिलता है पहली बात और आदमी उसी के सामने रोए गा या अपने दुख,979497,13.17
data\processed\clips\clip_003049.wav,हां जरूरी है हमारे लिए परिवार समाज खुद के लिए सब,979497,4.32
data\processed\clips\clip_000395.wav,"जी शादी के काम बांटना जैसे कि मान लीजिए बड़े भईया, पापा या फिर दोस्त वोस्त दुनिया का बहुत कोई रहता है ना तो मान लीजिए कि मेरा दोस्त है उस",351501,12.03
data\processed\clips\clip_001768.wav,राइट टू वी का मोड़ आया उसमें तो लैपटॉप एक दम मस्त है मतलब एचपी का ही लैपटॉप लेकिन उसमें जो आ रेड ऑन ग्राफिक्स जो अभी बीएमडी ग्राफिक्स है पर,661889,12.0
data\processed\clips\clip_004365.wav,एग्जैक्ट यस सर यस सर,754618,4.89
data\processed\clips\clip_000349.wav,अच्छा अच्छा ठीक जी जी,254219,7.68
data\processed\clips\clip_003841.wav,हम्मम,400503,1.35
data\processed\clips\clip_000274.wav,लता मंगेश्वर के गाने सुनना पसंद करते हैं,522951,2.55
data\processed\clips\clip_001942.wav,थोड़ा मतलब जैसे खानापीना बनाएगा कुछ या बहुत बढ़िया चीज डिस बनाते हैं अच्छी खाने वाली तो बहुत यादगार रहेगी ये कोई खेल है हम अपने दोस्तों के साथ खेल रहे हैं कहीं पे तो आज यहां है यहां दोस्त हैं मारे पुराने यहां मैं खेलता हूँ,241695,14.58
data\processed\clips\clip_002813.wav,परंपराओं को सीढ़ी दर सीढी चलाना।,302503,2.94
data\processed\clips\clip_000625.wav,हम्म मुझे भी,989901,2.67
data\processed\clips\clip_001533.wav,हां उम्म सुभाष चंद्रबोस जी,272241,6.75
data\processed\clips\clip_004394.wav,"मतलब, इस तरह से, इस तरह के भावना से, मतलब के अंदर के भावना से , और जुड़ा होता है, मतलब कि इसमें क्या होता है,कि रेम रस की भावना इसमें उत्पन्न होती है. भावनात्मक के इसमें , इसमें दोनो के भावन आ.",754618,14.7
data\processed\clips\clip_002724.wav,हमम,444282,5.46
data\processed\clips\clip_003244.wav,हां जिन्दगी में बदलाव हो तो लगभग हर साल भर में तो कुछ न कुछ बदलाव हो जाता है स्कूल कॉलेज में मतलब थोड़ी सी थोड़ी सी परि पकाए था।,305347,14.13
data\processed\clips\clip_001748.wav,"जी, अब मैं कहीं पे जाता हूँ, तो मुझे जनरली नई सिटी में इसका ये लोकेशन ढूंढने में बहुत दिक्कते आती है, तुम इसकी मदद से मैप का यूज कर दिया मैं, जल्दे से जल्दी, जी.",365059,14.49
data\processed\clips\clip_001280.wav,जी सर मोस्टली जीवन बदल देने वाली किताबें बहुत सारी होती हैं बट लेकिन जिन्होंने लिखा होता है उसी के ऑथर।,615351,9.75
data\processed\clips\clip_000389.wav,आज तक नहीं पढ़ पाया नां ही खुला है कि बहुत सारे लोग उसमें भी डेखने आते हैं जहां असम है खड़ा के जिससे हम लोग के बगल में नेपाल हुआ भुटान ई सब से बहुट लोग आते हैं हर दिन भीर लगा रहता है हां ।,253253,11.16
data\processed\clips\clip_004681.wav,ठीक है मैम मैं कोशिश करता हूँ तो चलिए मैं आपने पंजाब का उधारन लिया है मैं दिल्ली में हूँ तो मैं दिल्ली से एक एग्जाम्पल आपको देता हूँ जैसे कि हमारे दिल्ली में जो यूथ है जो मैक्सिमम जो,840781,13.11
data\processed\clips\clip_001703.wav,बहुत बहुत ज्यादा,365033,1.59
data\processed\clips\clip_004170.wav,के जमाने के मतलब नए नए गाने नहीं पसंद आते हैं और जो एवर ग्रीन है ना वो हर किसी वो पसंद आता है।,269907,6.51
data\processed\clips\clip_001857.wav,जी जी जी जी जी,661767,7.47
data\processed\clips\clip_001388.wav,सर एक टॉपिक एक टॉपिक पर बात कर लेते हैं फिर अगले टॉपिक पर जाएगे ठीक है,739630,4.59
data\processed\clips\clip_004224.wav,उनका एक गाना है सूट सूट करता हम्म,270037,3.78
data\processed\clips\clip_000935.wav,हूं हां अक्सर ऐसा लगता है कि हमारे पास बहुत जो हमें मिला है वो बहुत कम हैं ऐसा लगता है हमे बट जब हम हम ऐसे लोग,255349,14.49
data\processed\clips\clip_001849.wav,जी जी,661767,4.14
data\processed\clips\clip_001761.wav,वो सॉफ्टवेयर का ही है ना सब गूगल का ही सिस्टम है उसमें तो वो मल्टीटास्किंग के लिए भी बहुत अच्छा है और उसका सब कुछ अच्छा है मतलब इससे डिफरेंट है बहुत और वो लैपटॉप,661889,12.96
data\processed\clips\clip_000880.wav,अच्छा पैसे पहले पूछ लेते थे हु हु फिर कोई सॉल्यूशन मिलता था के नहीं मिलता,475392,6.84
data\processed\clips\clip_003518.wav,उ हू हां जी उ हूं,781268,7.38
data\processed\clips\clip_002258.wav,हां हां देखी हूं,630926,3.42
data\processed\clips\clip_003149.wav,तीन से चार सालो का समय दिया मैने उसमें और काफी कुछ शीशा उस में कुछ खट्टी यादें और मीठी यादें भी थी है ना हाँ तो थोड़ा अ थोड़ा सा मुझे जॉब छोड़ने का दुख भी हुआ,238123,13.53
data\processed\clips\clip_002666.wav,मैं वहा पर नहीं आया हूं अक्षरधाम पे और टॉपिक है जैसे हमारा सस्ते रुकने के विकल्पों पर बात करना होता नहीं कि कहीं पर हमें सस्ता लगता है हम वहां पर रुक जाते हैं,443952,13.62
