reference,raw_asr,asr_number_normalized,number_norm_reasoning,asr_english_tagged,english_detection_reasoning,asr_full_pipeline,wer_raw,wer_num_norm,wer_num_delta,wer_impact_reasoning
नहीं नहीं यहां पे हमको लगता है फिफ्टी के बारे में बात करो उतना नहीं होता है हमने बहुत सड़कों पर देखा है आप के उनका मेंन उद्देश्य यहीं होता है लाभ इतने गौसालों का आपने देखा की जो मतलब इतने सारे पंडे,अपने आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आ� �,अपने आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आ� �,No number words — no normalization needed.,अपने आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आ� �,No English words detected — utterance is pure Hindi.,अपने आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आ� �,130.23,130.23,0.0,No WER change — no number words present in this utterance.
बच्चे को म्यूजिक सिखाए और आ ऐसे करके बहन और भाई दोनों को पढ़ाई किए और फिर बहन को भी शादी करवाए भाई को भी शादी करवाए उस आ उस समय तक आ वो जो हते है ना उनके मंगेतर उनके वेट कर,अगर बच्चे को मुजिक सीखाए और एसे करके बहें और भाई दोनो को पड़ाई किये और फिर बहें को भी सादि करभाए बाई को भी सादि करभाए उस तमें दक उजो है ताना उनके मंगेत तर उग़े तार उग़े करते,अगर बच्चे को मुजिक सीखाए और एसे करके बहें और भाई दोनो को पड़ाई किये और फिर बहें को भी सादि करभाए बाई को भी सादि करभाए उस तमें दक उजो है ताना उनके मंगेत तर उग़े तार उग़े करते,No number words — no normalization needed.,अगर बच्चे को मुजिक सीखाए और एसे करके बहें और भाई दोनो को पड़ाई किये और फिर बहें को भी सादि करभाए बाई को भी सादि करभाए उस तमें दक उजो है ताना उनके मंगेत तर उग़े तार उग़े करते,No English words detected — utterance is pure Hindi.,अगर बच्चे को मुजिक सीखाए और एसे करके बहें और भाई दोनो को पड़ाई किये और फिर बहें को भी सादि करभाए बाई को भी सादि करभाए उस तमें दक उजो है ताना उनके मंगेत तर उग़े तार उग़े करते,69.77,69.77,0.0,No WER change — no number words present in this utterance.
हाँ सर लेकिन सर ये भी होता है साइकिल किसी भी साइकिल चलाते टाइम जादा तर ध्यान किस पर रहना,आज लेग आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज,आज लेग आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज,No number words — no normalization needed.,आज लेग आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज,No English words detected — utterance is pure Hindi.,आज लेग आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज,280.0,280.0,0.0,No WER change — no number words present in this utterance.
"पुराने टीचर्स से ऐसा स्कूल में होता हैं , दोस्त से तो नहीं मिला हो ऐसा कोई नहीं लेकिन टीचर जो पहले स्कूल में पढ़ते थे क्यूंकि अब तों कॉलेज के हो गए तों स्कूल में जो पढ़ते थे तों कभी कभार गांव जाते हैं",पुराने तीचर से अँप यसा इसकूल में होता है कि दोस्त से तो नहीं मिला हो यसा कोई नहीं है लेकिन तीचर जो पहले इसकूल में परते थे कि अप तो कोलेज के बहुग़े तो इसकूल में जो परते थे तो कवी कवार गाउजाते है,पुराने तीचर से अँप यसा इसकूल में होता है कि दोस्त से तो नहीं मिला हो यसा कोई नहीं है लेकिन तीचर जो पहले इसकूल में परते थे कि अप तो कोलेज के बहुग़े तो इसकूल में जो परते थे तो कवी कवार गाउजाते है,No number words — no normalization needed.,पुराने तीचर से अँप यसा इसकूल में होता है कि दोस्त से तो नहीं मिला हो यसा कोई नहीं है लेकिन तीचर जो पहले इसकूल में परते थे कि अप तो कोलेज के बहुग़े तो इसकूल में जो परते थे तो कवी कवार गाउजाते है,No English words detected — utterance is pure Hindi.,पुराने तीचर से अँप यसा इसकूल में होता है कि दोस्त से तो नहीं मिला हो यसा कोई नहीं है लेकिन तीचर जो पहले इसकूल में परते थे कि अप तो कोलेज के बहुग़े तो इसकूल में जो परते थे तो कवी कवार गाउजाते है,57.78,57.78,0.0,No WER change — no number words present in this utterance.
तो वहाँ कांट्रैक्ट साइन कराते हैं पहले कि इतने टाइम करोगी तब छोड़ोगे यह वह तो एक्चुअली क्या हुआ था जब उन्होंने इंटरव्यू लिया था तो उन्होंने कहा कि हम पहले ट्रेनिंग वगैरह देंगे उसके बाद हम जॉब पे रखेंगे ऐसा करके कुछ बोला था ।,अपने लिए तरेनिग बगरा दिंगे अपने लिए जोब बगर लिए जोब बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए ब,अपने लिए तरेनिग बगरा दिंगे अपने लिए जोब बगर लिए जोब बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए ब,No number words — no normalization needed.,अपने लिए तरेनिग बगरा दिंगे अपने लिए जोब बगर लिए जोब बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए ब,No English words detected — utterance is pure Hindi.,अपने लिए तरेनिग बगरा दिंगे अपने लिए जोब बगर लिए जोब बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए बगर लिए ब,100.0,100.0,0.0,No WER change — no number words present in this utterance.
अच्छा ठीक है,त्या त्या त्या,त्या त्या त्या,No number words — no normalization needed.,त्या त्या त्या,No English words detected — utterance is pure Hindi.,त्या त्या त्या,100.0,100.0,0.0,No WER change — no number words present in this utterance.
गांजा जो चीज होता है,अगान्जा जीजोते हैं,अगान्जा जीजोते हैं,No number words — no normalization needed.,अगान्जा जीजोते हैं,No English words detected — utterance is pure Hindi.,अगान्जा जीजोते हैं,100.0,100.0,0.0,No WER change — no number words present in this utterance.
तरीका अपुनाना इंस्प्रेशन के लिए वीडियो देखना अश्रमान और औजार शेयर करना और काम शुरू करने से पहले,अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना,अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना,No number words — no normalization needed.,अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना,No English words detected — utterance is pure Hindi.,अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना अपना ना,277.78,277.78,0.0,No WER change — no number words present in this utterance.
सारी सारी सारी यादे ताजा की जाती है क्या कितनी मस्ती की है कितनी खाये पिए कहां घूमने के आपको आवाज आ रही है ना मेरी।,ताडी यादे ताजा की जाती है कितनी मस्ती की ये कितनी खाये पीए कहा गूमने के अपको अबवाजारी है ना मेरी,ताडी यादे ताजा की जाती है कितनी मस्ती की ये कितनी खाये पीए कहा गूमने के अपको अबवाजारी है ना मेरी,No number words — no normalization needed.,ताडी यादे ताजा की जाती है कितनी मस्ती की ये कितनी खाये पीए कहा गूमने के अपको अबवाजारी है ना मेरी,No English words detected — utterance is pure Hindi.,ताडी यादे ताजा की जाती है कितनी मस्ती की ये कितनी खाये पीए कहा गूमने के अपको अबवाजारी है ना मेरी,50.0,50.0,0.0,No WER change — no number words present in this utterance.
जी डर डर डर लगा,जी तर ड़़गर,जी तर ड़़गर,No number words — no normalization needed.,जी तर ड़़गर,No English words detected — utterance is pure Hindi.,जी तर ड़़गर,80.0,80.0,0.0,No WER change — no number words present in this utterance.
और नूडल्स ये सब अवेलिबल रहता हैं क्योंकि हम अधिकतर पार्टी करते ही रह रहते थे,और नुडा से यह सब वेलिवार लगा तो तो अदिद पाटी करते ही रहे देटें,और नुडा से यह सब वेलिवार लगा तो तो अदिद पाटी करते ही रहे देटें,No number words — no normalization needed.,और नुडा से यह सब वेलिवार लगा तो तो अदिद पाटी करते ही रहे देटें,No English words detected — utterance is pure Hindi.,और नुडा से यह सब वेलिवार लगा तो तो अदिद पाटी करते ही रहे देटें,81.25,81.25,0.0,No WER change — no number words present in this utterance.
अच्छा तो आप आप अपने पसंदीदा कॉलेज की मतलब कॉलेज में कहां कहां घूमे जाते हैं कॉलेज गए फिर कॉलेज बंग करें कहां घूमे जाते हैं,अप अप पर स्वल्डिएडा कुलिज की नहीं ताना गुम्ने आता हैं।,अप अप पर स्वल्डिएडा कुलिज की नहीं ताना गुम्ने आता हैं।,No number words — no normalization needed.,अप अप पर स्वल्डिएडा कुलिज की नहीं ताना गुम्ने आता हैं।,No English words detected — utterance is pure Hindi.,अप अप पर स्वल्डिएडा कुलिज की नहीं ताना गुम्ने आता हैं।,96.15,96.15,0.0,No WER change — no number words present in this utterance.
आप किसी से प्रेरणा लिए हैं कि अगर मुझे ये चीज अचीव करना है तो यानि कि आपको किसी चीज को अचीव करना था तो आप किसी बुक को पढ़ लिये तो आपके अंदर एक एनर्जी सा आ गया होगा इस टाइप का कभी हुआ है!,अप किस यह तरेना लिए हैं कि अगर मुझे यह चीज़ आचीव करना है तो यह नहीं कि अपको किस यह किस चीच़ को अचीव करना था अप किस किस वूग को पर लिए तो अपके अंगे अंजी सा आगय होगा एस पाइप कर कभी हूँए,अप किस यह तरेना लिए हैं कि अगर मुझे यह चीज़ आचीव करना है तो यह नहीं कि अपको किस यह किस चीच़ को अचीव करना था अप किस किस वूग को पर लिए तो अपके अंगे अंजी सा आगय होगा एस पाइप कर कभी हूँए,No number words — no normalization needed.,अप किस यह तरेना लिए हैं कि अगर मुझे यह चीज़ आचीव करना है तो यह नहीं कि अपको किस यह किस चीच़ को अचीव करना था अप किस किस वूग को पर लिए तो अपके अंगे अंजी सा आगय होगा एस पाइप कर कभी हूँए,No English words detected — utterance is pure Hindi.,अप किस यह तरेना लिए हैं कि अगर मुझे यह चीज़ आचीव करना है तो यह नहीं कि अपको किस यह किस चीच़ को अचीव करना था अप किस किस वूग को पर लिए तो अपके अंगे अंजी सा आगय होगा एस पाइप कर कभी हूँए,67.39,67.39,0.0,No WER change — no number words present in this utterance.
जी जी,दीटी,दीटी,No number words — no normalization needed.,दीटी,No English words detected — utterance is pure Hindi.,दीटी,100.0,100.0,0.0,No WER change — no number words present in this utterance.
देखो बहुत कुछ नया देखने मिला है और इतना अ. दिमाग से मतलब इंसानी दिमाग से क्या क्या पॉसिबल किया इंसान ने ये मुझे बहुत अच्छे लगता है लेकिन ये आईफोन में एक ऑप्शन है,अगर देखने मिला है और इदना दिमाख से मदब इन्चानी दिमाख से क्या क्या पोज़िकल किया इन्चान नहीं ये मुझे ख़ोड़ अच्छे लगते है एकिन अईपन में इक अप्षन नहीं,अगर देखने मिला है और इदना दिमाख से मदब इन्चानी दिमाख से क्या क्या पोज़िकल किया इन्चान नहीं ये मुझे ख़ोड़ अच्छे लगते है एकिन अईपन में इक अप्षन नहीं,No number words — no normalization needed.,अगर देखने मिला है और इदना दिमाख से मदब इन्चानी दिमाख से क्या क्या पोज़िकल किया इन्चान नहीं ये मुझे ख़ोड़ अच्छे लगते है एकिन अईपन में इक अप्षन नहीं,No English words detected — utterance is pure Hindi.,अगर देखने मिला है और इदना दिमाख से मदब इन्चानी दिमाख से क्या क्या पोज़िकल किया इन्चान नहीं ये मुझे ख़ोड़ अच्छे लगते है एकिन अईपन में इक अप्षन नहीं,60.0,60.0,0.0,No WER change — no number words present in this utterance.
मान लीजिए जय शंकर प्रसाद ही है इसके अलावा एक लेखक है मतलब एक बहुत अच्छे कवि है लेखक है सरवेश्वर दयाल सक्सेना आपने सुना होगा,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,No number words — no normalization needed.,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,No English words detected — utterance is pure Hindi.,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,146.15,146.15,0.0,No WER change — no number words present in this utterance.
हू हू,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर,No number words — no normalization needed.,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर,No English words detected — utterance is pure Hindi.,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर,2250.0,2250.0,0.0,No WER change — no number words present in this utterance.
जी सर बिल्कुल बिल्कुल बिल्कुल,जीशा बिलकुट बिलकुट पुट बिलकुट,जीशा बिलकुट बिलकुट पुट बिलकुट,No number words — no normalization needed.,जीशा बिलकुट बिलकुट पुट बिलकुट,No English words detected — utterance is pure Hindi.,जीशा बिलकुट बिलकुट पुट बिलकुट,100.0,100.0,0.0,No WER change — no number words present in this utterance.
जी मै आप ही बता दो मैडम,अपी बदद मेरे मुझे तेंवादू,अपी बदद मेरे मुझे तेंवादू,No number words — no normalization needed.,अपी बदद मेरे मुझे तेंवादू,No English words detected — utterance is pure Hindi.,अपी बदद मेरे मुझे तेंवादू,100.0,100.0,0.0,No WER change — no number words present in this utterance.
गैजेट्स के मदद से लगा सकते है जैसे स्टे के लिए कभी जी देखना हो और हम अपने घरवालो से भी कनेक्ट रह सकते है उसके थ्रू फैमिली से कनेक्ट रह सकते है जी,अगर बालो से भी ख़िए तेखा थे लिए ख़िए तेखा थे लिए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए,अगर बालो से भी ख़िए तेखा थे लिए ख़िए तेखा थे लिए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए,No number words — no normalization needed.,अगर बालो से भी ख़िए तेखा थे लिए ख़िए तेखा थे लिए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए,No English words detected — utterance is pure Hindi.,अगर बालो से भी ख़िए तेखा थे लिए ख़िए तेखा थे लिए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए ख़िए,102.94,102.94,0.0,No WER change — no number words present in this utterance.
"नहीं सर आपकी आवाज नहीं आ रही है ह हेलो मेरी आवाज आ रही है आपको लेकिन आपकी आवाज आ रही है, लगा ऐसे अटक सी रही है गिटार से बज रहे हैं",अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अ�,अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अ�,No number words — no normalization needed.,अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अ�,No English words detected — utterance is pure Hindi.,अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अपका अ�,115.15,115.15,0.0,No WER change — no number words present in this utterance.
जी में अब अगला टॉपिक पढ़ेंगे आप,जी आप आग़्ा तोपिक पचिंग याप,जी आप आग़्ा तोपिक पचिंग याप,No number words — no normalization needed.,जी आप आग़्ा तोपिक पचिंग याप,No English words detected — utterance is pure Hindi.,जी आप आग़्ा तोपिक पचिंग याप,85.71,85.71,0.0,No WER change — no number words present in this utterance.
जी हेलो हेलो,Hello.,Hello.,No number words — no normalization needed.,[EN]Hello.[/EN],'Hello.' tagged [EN] — Roman-script code-switching. Should be Devanagari per guidelines but ASR output Roman.,[EN]Hello.[/EN],100.0,100.0,0.0,No WER change — no number words present in this utterance.
हर किसी को ये ये उसके ऊपर है आध्यात्म के ऊपर है काफी अच्छी किताब है पढ़नी चाहिए,अदियात्म के उपर है कापी अच्छी किताप है पडनी चाही अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग,अदियात्म के उपर है कापी अच्छी किताप है पडनी चाही अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग,No number words — no normalization needed.,अदियात्म के उपर है कापी अच्छी किताप है पडनी चाही अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग,No English words detected — utterance is pure Hindi.,अदियात्म के उपर है कापी अच्छी किताप है पडनी चाही अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग्टाई अग,150.0,150.0,0.0,No WER change — no number words present in this utterance.
हां हां बिल्कुल हां सोलह,अगर बद्दाना विल्खुल हाँ सुने,अगर बद्दाना विल्खुल हाँ सुने,No number words — no normalization needed.,अगर बद्दाना विल्खुल हाँ सुने,No English words detected — utterance is pure Hindi.,अगर बद्दाना विल्खुल हाँ सुने,100.0,100.0,0.0,No WER change — no number words present in this utterance.
जी हम्म,भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी,भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी,No number words — no normalization needed.,भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी,No English words detected — utterance is pure Hindi.,भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी भी,3750.0,3750.0,0.0,No WER change — no number words present in this utterance.
"हां वो तो है ही ,",पामबता हैं,पामबता हैं,No number words — no normalization needed.,पामबता हैं,No English words detected — utterance is pure Hindi.,पामबता हैं,100.0,100.0,0.0,No WER change — no number words present in this utterance.
बिल्कुल अगर आपके लाइफ में कोई ऐसा सिचुएशन आया तो आप उसके लिए अगर शिकायत करो तो आप खुद को वीक मानना चाहिए सिचुएशन पर यह शिकायत करने के वजह आपको एक्शन लेना चाहिए आगे क्या करना चाहिए है ना,अगर अगर अपके लाईप में कोई आजा जीजव़्वाशन आया तो आप उसके लिया कर शिकायत करो तो आप कुद को विक मानना जी इस इच्छोशन बे ये कि शिकायत करने के वगा आप को आख्शन लेना जी एक अगे क्या करने जी है ना आप ये आप ये आप ये आप ये �,अगर अगर अपके लाईप में कोई आजा जीजव़्वाशन आया तो आप उसके लिया कर शिकायत करो तो आप कुद को विक मानना जी इस इच्छोशन बे ये कि शिकायत करने के वगा आप को आख्शन लेना जी 1 अगे क्या करने जी है ना आप ये आप ये आप ये आप ये �,CONVERTED: 'एक' → 1 (simple). Hindi number words converted to digits.,अगर अगर अपके लाईप में कोई आजा जीजव़्वाशन आया तो आप उसके लिया कर शिकायत करो तो आप कुद को विक मानना जी इस इच्छोशन बे ये कि शिकायत करने के वगा आप को आख्शन लेना जी एक अगे क्या करने जी है ना आप ये आप ये आप ये आप ये �,No English words detected — utterance is pure Hindi.,अगर अगर अपके लाईप में कोई आजा जीजव़्वाशन आया तो आप उसके लिया कर शिकायत करो तो आप कुद को विक मानना जी इस इच्छोशन बे ये कि शिकायत करने के वगा आप को आख्शन लेना जी 1 अगे क्या करने जी है ना आप ये आप ये आप ये आप ये �,82.5,82.5,0.0,No WER change — no number words present in this utterance.
देखिए इसका गरम मसाला एक मीट मसाला होता है अलग से आप ने गर्म मसाला ही जैसा होता है मीट मसाला अगर मीट मसाला सलाद डाल दिए तब वो गरम मसाला की जरूरत नहीं पड़ेगी यही नॉरमल चीज डाला जाता है,अप नहीं नर्मल चीड़ाला जाता है,अप नहीं नर्मल चीड़ाला जाता है,No number words — no normalization needed.,अप नहीं नर्मल चीड़ाला जाता है,No English words detected — utterance is pure Hindi.,अप नहीं नर्मल चीड़ाला जाता है,92.68,92.68,0.0,No WER change — no number words present in this utterance.
बना के उसको जिस तरीके से कार्टून में वो चित्र की तरह बना के प्रस्तूत करते थे जो बहुत रोचक लगता था और उसी में वो जैसा आप बता रहे हैं कि वो टेक्स्ट लिख देते थे जो मतलब जो दो पातरों के बीच की जो बारतलाप हो रही है,अगर बदानके जिस तरीके से काटून में उ चित्र की तुरह बनांके प्रस्थूट करतेते तो वोगत रोचक लकता ता उसी में वो जिसा बतारेंगे वो तेक्स्त लिख देते तेंग जो भार्तलाप वोरी एक दो पातरों के बीज की जो बार्तलाप हो रही है,अगर बदानके जिस तरीके से काटून में उ चित्र की तुरह बनांके प्रस्थूट करतेते तो वोगत रोचक लकता ता उसी में वो जिसा बतारेंगे वो तेक्स्त लिख देते तेंग जो भार्तलाप वोरी एक दो पातरों के बीज की जो बार्तलाप हो रही है,"EDGE CASE - KEPT AS-IS: 'एक दो' is a frozen idiom (e.g. दो-चार = 'a few', एक बार = 'once'). Converting would destroy idiomatic meaning.",अगर बदानके जिस तरीके से काटून में उ चित्र की तुरह बनांके प्रस्थूट करतेते तो वोगत रोचक लकता ता उसी में वो जिसा बतारेंगे वो तेक्स्त लिख देते तेंग जो भार्तलाप वोरी एक दो पातरों के बीज की जो बार्तलाप हो रही है,No English words detected — utterance is pure Hindi.,अगर बदानके जिस तरीके से काटून में उ चित्र की तुरह बनांके प्रस्थूट करतेते तो वोगत रोचक लकता ता उसी में वो जिसा बतारेंगे वो तेक्स्त लिख देते तेंग जो भार्तलाप वोरी एक दो पातरों के बीज की जो बार्तलाप हो रही है,58.0,58.0,0.0,No WER change — no number words present in this utterance.
